Rank,Title,basename,Genre,ESRB_Rating,Platform,PublisherName,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,img_url
751,Minecraft,minecraft,Misc,E10,PSV,Sony Computer Entertainment America,4J Studios,,,,2.47,0.22,0.73,1.25,0.27,2014,https://www.vgchartz.com/games/boxart/full_4134710PALFrontccc.jpg
752,WarioWare Touched!,warioware-touched,Puzzle,E,DS,Nintendo,Intelligent Systems,7.8,,2.47,,,,,,2005,https://www.vgchartz.com/games/boxart/9940541ccc.jpg
753,Resistance 2,resistance-2,Shooter,M,PS3,Sony Computer Entertainment,Insomniac Games,8.5,8.7,,2.47,1.15,0.84,0.1,0.38,2008,https://www.vgchartz.com/games/boxart/full_6559401AmericaFrontccc.jpg
754,Batman: Arkham City,batman-arkham-city,Action,T,PC,Warner Bros. Interactive,Rocksteady Studios,9,,2.47,,,,,,2011,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_659AmericaFront.jpg
755,Madden NFL 16,madden-nfl-16,Sports,E,XOne,EA Sports,EA Tiburon,8.4,,,2.47,2.13,0.08,,0.26,2015,https://www.vgchartz.com/games/boxart/full_8506523AmericaFrontccc.jpg
756,Mario Party 4,mario-party-4,Misc,E,GC,Nintendo,Hudson Soft,7,,2.46,,,,,,2002,https://www.vgchartz.com/games/boxart/6052819ccc.jpg
757,Dying Light,dying-light,Action,M,PS4,Warner Bros. Interactive,Techland,,,,2.45,1.18,0.74,0.13,0.4,2015,https://www.vgchartz.com/games/boxart/full_1175839AmericaFrontccc.jpg
758,LEGO Harry Potter: Years 1-4,lego-harry-potter-years-1-4,Adventure,E10,Wii,Warner Bros. Interactive,Traveller's Tales,7.9,,,2.45,1.29,0.94,,0.22,2010,https://www.vgchartz.com/games/boxart/full_lego-harry-potter-years-1-4_9AmericaFront.jpg
759,uDraw Studio,udraw-studio,Misc,E,Wii,THQ,"Pipeworks Software, Inc.",,,,2.44,1.65,0.58,,0.21,2010,https://www.vgchartz.com/games/boxart/full_udraw-studio_20AmericaFront.jpg
760,Madden NFL 17,madden-nfl-17,Sports,E,XOne,EA Sports,EA Tiburon,8.1,,,2.44,2.14,0.04,,0.26,2016,https://www.vgchartz.com/games/boxart/full_7744633AmericaFrontccc.jpg
761,Twisted Metal 2,twisted-metal-2,Racing,T,PS,Sony Computer Entertainment,SingleTrac,8.7,,,2.44,2.12,0.25,,0.07,1996,https://www.vgchartz.com/games/boxart/2131878ccc.jpg
762,The Sims: Bustin' Out,the-sims-bustin-out,Simulation,T,PS2,Electronic Arts,Maxis,,,,2.43,1.07,1.19,,0.18,2003,https://www.vgchartz.com/games/boxart/6080333ccc.jpg
763,Paper Mario: Sticker Star,paper-mario-sticker-star,Role-Playing,E,3DS,Nintendo,Intelligent Systems,,,2.43,,,,,,2012,https://www.vgchartz.com/games/boxart/full_877556PALFrontccc.jpg
764,Need for Speed Carbon: Own the City,need-for-speed-carbon-own-the-city,Racing,E10,PSP,Electronic Arts,EA Black Box,7.4,,,2.42,0.87,0.97,,0.58,2006,https://www.vgchartz.com/games/boxart/4979670ccc.jpg
765,Donkey Kong Country Returns 3D,donkey-kong-country-returns-3d,Platform,E,3DS,Nintendo,Monster Games,8.6,,2.42,,,,,,2013,https://www.vgchartz.com/games/boxart/full_7881891AmericaFrontccc.jpg
766,Ice Hockey,ice-hockey,Sports,,NES,Nintendo,Nintendo,,,2.42,,,,,,1988,https://www.vgchartz.com/games/boxart/7172339ccc.jpg
767,Kirby Star Allies,kirby-star-allies,Platform,E10,NS,Nintendo,HAL Laboratory,8.1,10,2.42,,,,,,2018,https://www.vgchartz.com/games/boxart/full_6412652AmericaFrontccc.jpg
768,Sonic Adventure,sonic-adventure,Platform,E,DC,Sega,Sonic Team,8.9,,,2.42,1.26,0.61,0.46,0.08,1999,https://www.vgchartz.com/games/boxart/5905935ccc.png
769,Tom Clancy's Rainbow Six: Vegas 2,tom-clancys-rainbow-six-vegas-2,Shooter,M,X360,Ubisoft,Ubisoft Montreal,8.2,,,2.42,1.56,0.61,0.02,0.23,2008,https://www.vgchartz.com/games/boxart/full_8847992AmericaFrontccc.jpg
770,God of War Collection,god-of-war-collection,Action,M,PS3,Sony Computer Entertainment,Bluepoint Games,9.2,,2.42,,,,,,2009,https://www.vgchartz.com/games/boxart/full_6458923AmericaFrontccc.jpg
771,Kinect: Disneyland Adventures,kinect-disneyland-adventures,Action-Adventure,E10,X360,Microsoft Studios,Frontier Developments,8.5,,,2.41,1.73,0.43,0.02,0.23,2011,https://www.vgchartz.com/games/boxart/full_6722413AmericaFrontccc.jpg
772,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,Sports,E,PS3,Konami,Konami,6,,,2.41,0.29,1.18,0.54,0.41,2010,https://www.vgchartz.com/games/boxart/full_pro-evolution-soccer-2011_2AmericaFront.jpg
773,ATV Offroad Fury,atv-offroad-fury,Racing,E,PS2,Sony Computer Entertainment,Rainbow Studios,8.4,,,2.41,2.07,0.26,,0.08,2001,https://www.vgchartz.com/games/boxart/3647334ccc.jpg
774,Pokemon Colosseum,pokemon-colosseum,Role-Playing,E,GC,Nintendo,Genius Sonority Inc.,7,,2.41,,,,,,2004,https://www.vgchartz.com/games/boxart/809811ccc.jpg
775,NBA 2K16,nba-2k16,Sports,E10,XOne,2K Sports,Visual Concepts,8.3,,,2.41,2.01,0.15,,0.25,2015,https://www.vgchartz.com/games/boxart/full_4368420AmericaFrontccc.jpg
776,Halo: Combat Evolved Anniversary,halo-combat-evolved-anniversary,Shooter,M,X360,Microsoft Studios,343 Industries,8,,,2.41,1.44,0.71,0.04,0.22,2011,https://www.vgchartz.com/games/boxart/full_halo-combat-evolved-anniversary_84AmericaFront.jpg
777,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,E10,PS2,Electronic Arts,EA Black Box,,,,2.41,0.69,0,0.04,1.68,2007,https://www.vgchartz.com/games/boxart/9522566ccc.jpg
778,Tetris Plus,tetris-plus,Puzzle,E,PS,Jaleco,Atlus Co.,,,,2.4,2.1,0.24,,0.07,1996,https://www.vgchartz.com/games/boxart/9232750ccc.jpg
779,Forza Motorsport 5,forza-motorsport-5,Racing,E,XOne,Microsoft Studios,Turn 10 Studios,,,,2.4,1.28,0.9,0.01,0.21,2013,https://www.vgchartz.com/games/boxart/full_1540980PALFrontccc.jpg
780,Midnight Club: Los Angeles,midnight-club-los-angeles,Racing,T,X360,Rockstar Games,Rockstar San Diego,8,,,2.4,1.72,0.45,0.01,0.22,2008,https://www.vgchartz.com/games/boxart/full_3616000AmericaFrontccc.jpg
781,Dino Crisis,dino-crisis,Action,M,PS,Capcom,Capcom Production Studio 4,8.9,,2.4,,,,,,1999,https://www.vgchartz.com/games/boxart/full_5867047AmericaFrontccc.jpg
782,Final Fantasy V,final-fantasy-v,Role-Playing,,SNES,Square,SquareSoft,7.5,,2.4,,,,,,1992,https://www.vgchartz.com/games/boxart/full_3831556JapanFrontccc.jpg
783,Monster Hunter Freedom 2,monster-hunter-freedom-2,Role-Playing,T,PSP,Capcom,Capcom,7.6,,2.4,,,,,,2007,https://www.vgchartz.com/games/boxart/full_3699063AmericaFrontccc.jpg
784,Pro Wrestling,pro-wrestling,Fighting,,NES,Nintendo,TRY Corporation,,,2.4,,,,,,1987,https://www.vgchartz.com/games/boxart/5494901ccc.jpg
785,Theme Hospital,theme-hospital,Strategy,E,PC,Electronic Arts,Bullfrog Productions,5.5,,,2.4,2.3,0.1,,,1997,https://www.vgchartz.com/games/boxart/198059ccc.jpg
786,God of War: Ascension,god-of-war-ascension,Action,M,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,,,,2.4,1.23,0.72,0.04,0.41,2013,https://www.vgchartz.com/games/boxart/full_553721AmericaFrontccc.jpg
787,Madden NFL 11,madden-nfl-11,Sports,E,PS3,EA Sports,EA Tiburon,8.4,,,2.4,2.05,0.15,,0.2,2010,https://www.vgchartz.com/games/boxart/full_madden-nfl-11_1AmericaFront.jpg
788,Batman: Arkham Origins,batman-arkham-origins,Action-Adventure,T,PS3,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,,,2.4,1.08,0.88,0.04,0.4,2013,https://www.vgchartz.com/games/boxart/full_3120044AmericaFrontccc.jpg
789,Frogger's Adventures: Temple of the Frog,froggers-adventures-temple-of-the-frog,Adventure,E,GBA,Konami,Konami,6.7,,,2.39,2.15,0.18,,0.07,2001,https://www.vgchartz.com/games/boxart/8882316ccc.jpg
790,Zumba Fitness,zumba-fitness,Sports,E,X360,Majesco,"Pipeworks Software, Inc.",,,,2.39,1.74,0.45,,0.2,2010,https://www.vgchartz.com/games/boxart/full_zumba-fitness_5AmericaFront.jpg
791,Mario & Sonic at the London 2012 Olympic Games,mario-amp-sonic-at-the-london-2012-olympic-games,Sports,E,Wii,Sega,Sega,6.8,,2.39,,,,,,2011,https://www.vgchartz.com/games/boxart/full_mario-amp-sonic-at-the-london-2012-olympic-games_626AmericaFront.jpg
792,Monopoly,monopoly,Misc,,PC,Hasbro Interactive,Unknown,,,,2.39,1.49,0.81,,0.1,1995,https://www.vgchartz.com/games/boxart/2618476ccc.jpg
793,Mortal Kombat II (US & Others sales),mortal-kombat-ii-us-amp-others-sales,Fighting,,GEN,Acclaim Entertainment,Probe Entertainment Limited,,,,2.39,1.78,0.53,,0.08,1994,https://www.vgchartz.com/games/boxart/2862420ccc.jpg
794,Guitar Hero,guitar-hero,Misc,T,PS2,RedOctane,Harmonix Music Systems,8,,,2.38,1.67,0.61,0.03,0.07,2005,https://www.vgchartz.com/games/boxart/full_3658270AmericaFrontccc.jpg
795,Dead Island,dead-island,Action,M,X360,Deep Silver,Techland,7,,,2.38,1.48,0.7,,0.21,2011,https://www.vgchartz.com/games/boxart/full_dead-island_121AmericaFront.jpg
796,WCW/nWo Revenge,wcw,Fighting,E,N64,THQ,Aki Corp.,,,,2.38,1.94,0.39,0.03,0.02,1998,https://www.vgchartz.com/games/boxart/full_8313928AmericaFrontccc.jpg
797,Ratchet & Clank (2016),ratchet-amp-clank-2016,Platform,E10,PS4,Sony Interactive Entertainment,Insomniac Games,,,,2.38,0.97,0.97,0.06,0.39,2016,https://www.vgchartz.com/games/boxart/full_9428003AmericaFrontccc.png
798,Yu-Gi-Oh! The Duelists of the Roses,yu-gi-oh-the-duelists-of-the-roses,Misc,,PS2,Konami,Konami,,,,2.38,1.16,0.91,,0.3,2003,https://www.vgchartz.com/games/boxart/5870836ccc.jpg
799,Madden NFL 08,madden-nfl-08,Sports,E,X360,EA Sports,EA Tiburon,8.7,,,2.37,2.18,0.01,,0.18,2007,https://www.vgchartz.com/games/boxart/full_3030448AmericaFrontccc.jpg
800,The Incredibles,the-incredibles,Action,T,PS2,THQ,Heavy Iron Studios,5.9,,,2.37,0.96,1.08,0.04,0.3,2004,https://www.vgchartz.com/games/boxart/2974497ccc.jpg
801,Tony Hawk's Underground 2,tony-hawks-underground-2,Sports,T,PS2,Activision,Neversoft Entertainment,,,,2.37,1.25,0.86,0.01,0.26,2004,https://www.vgchartz.com/games/boxart/6282462ccc.jpg
802,Kirby: Triple Deluxe,kirby-triple-deluxe,Platform,E,3DS,Nintendo,HAL Laboratory,7.8,,2.37,,,,,,2014,https://www.vgchartz.com/games/boxart/full_2472443AmericaFrontccc.jpg
803,Madden NFL 10,madden-nfl-10,Sports,E,PS3,EA Sports,EA Tiburon,8.5,,,2.37,2.03,0.13,,0.21,2009,https://www.vgchartz.com/games/boxart/full_1189993AmericaFrontccc.jpg
804,Uncharted: The Lost Legacy,uncharted-the-lost-legacy,Action,,PS4,Sony Interactive Entertainment,Naughty Dog,,,,2.37,0.58,1.38,0.04,0.36,2017,https://www.vgchartz.com/games/boxart/full_727021AmericaFrontccc.png
805,Sonic's Ultimate Genesis Collection,sonics-ultimate-genesis-collection,Misc,E10,PS3,Sega,Backbone Entertainment,8.1,,,2.36,1.39,0.64,,0.33,2009,https://www.vgchartz.com/games/boxart/full_4784982AmericaFrontccc.jpg
806,Sleeping Dogs,sleeping-dogs,Action-Adventure,M,PC,Square Enix,United Front Games,8.5,,2.36,,,,,,2012,https://www.vgchartz.com/games/boxart/full_879664AmericaFrontccc.jpg
807,Kirby's Dream Land 2,kirbys-dream-land-2,Platform,E,GB,Nintendo,HAL Laboratory,,,2.36,,,,,,1995,https://www.vgchartz.com/games/boxart/full_kirbys-dream-land-2_636AmericaFront.jpg
808,Pokemon Mystery Dungeon: Red Rescue Team,pokemon-mystery-dungeon-red-rescue-team,Role-Playing,E,GBA,Nintendo,ChunSoft,,,2.36,,,,,,2006,https://www.vgchartz.com/games/boxart/8509143ccc.jpg
809,Destiny 2,destiny-2,Shooter,T,XOne,Activision,Bungie,,,,2.35,1.66,0.47,,0.23,2017,https://www.vgchartz.com/games/boxart/full_1717270AmericaFrontccc.jpg
810,Donkey Kong Land 2,donkey-kong-land-2,Platform,E,GB,Nintendo,Rare Ltd.,,,2.35,,,,,,1996,https://www.vgchartz.com/games/boxart/full_1526512AmericaFrontccc.jpg
811,Dragon Quest Monsters,dragon-quest-monsters,Role-Playing,E,GB,Eidos Interactive,TOSE,,,2.35,,,,,,1999,https://www.vgchartz.com/games/boxart/9533107ccc.jpg
812,Pokemon Ranger: Shadows of Almia,pokemon-ranger-shadows-of-almia,Role-Playing,E,DS,Nintendo,HAL Laboratory,6.7,,2.35,,,,,,2008,https://www.vgchartz.com/games/boxart/full_3527400AmericaFrontccc.jpg
813,WarioWare: Smooth Moves,warioware-smooth-moves,Puzzle,E,Wii,Nintendo,Intelligent Systems,8.2,,2.35,,,,,,2007,https://www.vgchartz.com/games/boxart/full_7825184AmericaFrontccc.jpg
814,LEGO Indiana Jones: The Original Adventures,lego-indiana-jones-the-original-adventures,Adventure,E10,Wii,LucasArts,Traveller's Tales,7.8,,,2.35,1.51,0.62,,0.22,2008,https://www.vgchartz.com/games/boxart/full_9031048AmericaFrontccc.jpg
815,Lego Marvel Super Heroes,lego-marvel-super-heroes,Action,E10,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,2.34,1.26,0.87,,0.21,2013,https://www.vgchartz.com/games/boxart/full_5760376AmericaFrontccc.jpg
816,WWE SmackDown vs Raw 2008,wwe-smackdown-vs-raw-2008,Fighting,T,PS2,THQ,Yuke's Media Creations,,,,2.34,0.92,0,0.01,1.41,2007,https://www.vgchartz.com/games/boxart/full_9902854AmericaFrontccc.jpg
817,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,M,PS4,Electronic Arts,BioWare Edmonton,,,,2.34,1.07,0.8,0.08,0.38,2014,https://www.vgchartz.com/games/boxart/full_5737361AmericaFrontccc.jpg
818,Kinect Sports: Season Two,kinect-sports-season-two,Sports,E10,X360,Microsoft Studios,Rare Ltd.,6.6,,,2.33,1.38,0.72,0.02,0.21,2011,https://www.vgchartz.com/games/boxart/full_kinect-sports-season-two_392AmericaFront.jpg
819,Madden NFL 25,madden-nfl-25,Sports,E,X360,EA Sports,EA Tiburon,7.8,,,2.33,2.02,0.07,,0.25,2013,https://www.vgchartz.com/games/boxart/full_8355573AmericaFrontccc.jpg
820,Art Academy,art-academy,Misc,E,DS,Nintendo,Headstrong Games,6.8,,2.33,,,,,,2010,https://www.vgchartz.com/games/boxart/full_art-academy_9AmericaFront.jpg
821,My Fitness Coach,my-fitness-coach,Sports,E,Wii,Ubisoft,Ubisoft,7.1,,,2.32,1.18,0.9,,0.24,2008,https://www.vgchartz.com/games/boxart/full_709900AmericaFrontccc.jpg
822,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action,M,XOne,Ubisoft,Ubisoft Montreal,8.3,,,2.32,1.51,0.59,,0.22,2013,https://www.vgchartz.com/games/boxart/full_8164194AmericaFrontccc.jpg
823,Mario Super Sluggers,mario-super-sluggers,Sports,E,Wii,Nintendo,Bandai Namco Games / NOW Production,6.7,,2.32,,,,,,2008,https://www.vgchartz.com/games/boxart/full_5563343AmericaFrontccc.jpg
824,Mario Tennis,mario-tennis,Sports,E,N64,Nintendo,Camelot Software Planning,8.8,,2.32,,,,,,2000,https://www.vgchartz.com/games/boxart/4102422ccc.jpg
825,Grand Theft Auto,grand-theft-auto,Action,M,PS,Take-Two Interactive,DMA Design,6,,,2.32,0.79,1.35,0.04,0.14,1998,https://www.vgchartz.com/games/boxart/6725603ccc.jpg
826,James Bond 007: Everything or Nothing,james-bond-007-everything-or-nothing,Shooter,T,PS2,Electronic Arts,EA Redwood Shores,,,,2.31,0.85,1.06,0.09,0.32,2004,https://www.vgchartz.com/games/boxart/7857371ccc.jpg
827,Mafia II,mafia-ii,Action,M,PC,2K Games,Illusion Softworks,7.6,,2.31,,,,,,2010,https://www.vgchartz.com/games/boxart/full_mafia-ii_6AmericaFront.jpg
828,Need for Speed: High Stakes,need-for-speed-high-stakes,Racing,E,PS,Electronic Arts,EA Canada,,,,2.31,1.58,0.64,,0.09,1999,https://www.vgchartz.com/games/boxart/2238350ccc.jpg
829,Mario Paint,mario-paint,Misc,E,SNES,Nintendo,Intelligent Systems,,,2.31,,,,,,1992,https://www.vgchartz.com/games/boxart/full_2886915AmericaFrontccc.jpg
830,The Sims 3,the-sims-3,Simulation,T,X360,Electronic Arts,The Sims Studio,8,,,2.31,1.28,0.82,0,0.2,2010,https://www.vgchartz.com/games/boxart/full_the-sims-3_5AmericaFront.jpg
831,Cool Boarders 3,cool-boarders-3,Sports,E,PS,989 Studios,Idol Minds Digital Entertainment,,,,2.31,1.65,0.46,0.1,0.1,1998,https://www.vgchartz.com/games/boxart/7714084ccc.jpg
832,LEGO Star Wars: The Complete Saga,lego-star-wars-the-complete-saga,Action,E10,PS3,LucasArts,Traveller's Tales,8,,,2.31,1.02,0.93,,0.36,2007,https://www.vgchartz.com/games/boxart/full_7482376AmericaFrontccc.jpg
833,"Papers, Please"," please""",Puzzle,,PC,3909 LLC,3909 LLC,8.4,,2.31,,,,,,2013,https://www.vgchartz.com/games/boxart/full_2825731AmericaFrontccc.jpg
834,Chrono Trigger,chrono-trigger,Role-Playing,E,SNES,Square,SquareSoft,8.8,,2.3,,,,,,1995,https://www.vgchartz.com/games/boxart/full_1196113AmericaFrontccc.jpg
835,Final Fantasy III,final-fantasy-iii,Role-Playing,E10,DS,Square Enix,Matrix Software,7.4,,2.3,,,,,,2006,https://www.vgchartz.com/games/boxart/5113389ccc.jpg
836,Resident Evil 4,resident-evil-4,Action,M,PS2,Capcom,Capcom Production Studio 4,9.6,9.3,2.3,,,,,,2005,https://www.vgchartz.com/games/boxart/full_9190363AmericaFrontccc.jpg
837,Tabletop Simulator,tabletop-simulator,Simulation,,PC,Berserk Games,Berserk Games,,,2.3,,,,,,2015,https://www.vgchartz.com/games/boxart/full_8179036AmericaFrontccc.png
838,LEGO Harry Potter: Years 1-4,lego-harry-potter-years-1-4,Adventure,E10,DS,Warner Bros. Interactive,Traveller's Tales,8,,,2.29,1.07,1,,0.22,2010,https://www.vgchartz.com/games/boxart/full_lego-harry-potter-years-1-4_3AmericaFront.jpg
839,Dead Island,dead-island,Action,M,PS3,Deep Silver,Techland,6.7,,,2.29,1.08,0.74,0.15,0.32,2011,https://www.vgchartz.com/games/boxart/full_dead-island_140AmericaFront.jpg
840,Tomb Raider II,tomb-raider-ii,Adventure,,PC,Eidos Interactive,Core Design Ltd.,8.2,,,2.29,0.91,1.25,,0.13,1997,https://www.vgchartz.com/games/boxart/3233300ccc.jpg
841,Need for Speed Underground 2,need-for-speed-underground-2,Racing,E,XB,Electronic Arts,EA Black Box,,,,2.28,1.38,0.8,,0.1,2004,https://www.vgchartz.com/games/boxart/full_1017927AmericaFrontccc.jpg
842,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,Sports,E,PS3,Konami,Konami,7,,,2.28,0.3,1.27,0.46,0.26,2009,https://www.vgchartz.com/games/boxart/full_4520839AmericaFrontccc.jpg
843,Mario Bros.,mario-bros,Platform,,NES,Nintendo,Nintendo R&D1,,,2.28,,,,,,1986,https://www.vgchartz.com/games/boxart/1759563ccc.jpg
844,The Legend of Zelda: The Wind Waker,the-legend-of-zelda-the-wind-waker,Action-Adventure,E10,WiiU,Nintendo,Nintendo EAD,9.3,,2.28,,,,,,2013,https://www.vgchartz.com/games/boxart/full_5986308AmericaFrontccc.jpg
845,Darksiders: Warmastered Edition,darksiders-warmastered-edition,Action-Adventure,M,PC,THQ Nordic,Kaiko,,,2.28,,,,,,2016,https://www.vgchartz.com/games/boxart/full_7973442PALFrontccc.jpg
846,FIFA Soccer 09,fifa-soccer-09,Sports,E,PS2,Electronic Arts,EA Canada,,,,2.28,0.38,0.07,0.01,1.82,2008,https://www.vgchartz.com/games/boxart/2943107ccc.jpg
847,TOCA Championship Racing,toca-championship-racing,Racing,E,PS,3DO,Codemasters,,,,2.28,0.07,2,0.02,0.18,1998,https://www.vgchartz.com/games/boxart/9715543ccc.jpg
848,Star Wars Battlefront II (US sales),star-wars-battlefront-ii-us-sales,Shooter,T,PS2,LucasArts,Pandemic Studios,,,,2.27,2.18,0.07,,0.02,2005,https://www.vgchartz.com/games/boxart/full_8795761AmericaFrontccc.jpg
849,Golf With Your Friends,golf-with-your-friends,Sports,,PC,Unknown,Blacklight Interactive,,,2.27,,,,,,2005,https://www.vgchartz.com/games/boxart/full_3115451AmericaFrontccc.jpg
850,Animal Crossing,animal-crossing,Simulation,E,GC,Nintendo,Nintendo EAD,8.3,,2.27,,,,,,2002,https://www.vgchartz.com/games/boxart/6370092ccc.jpg
851,Classic NES Series: Super Mario Bros.,classic-nes-series-super-mario-bros,Platform,E,GBA,Nintendo,Nintendo EAD,8.3,,2.27,,,,,,2004,https://www.vgchartz.com/games/boxart/6257011ccc.jpg
852,Kirby Squeak Squad,kirby-squeak-squad,Platform,E,DS,Nintendo,"HAL Laboratory, Flagship",7.3,,2.27,,,,,,2006,https://www.vgchartz.com/games/boxart/8940749ccc.gif
853,Madden NFL 12,madden-nfl-12,Sports,E,PS3,EA Sports,EA Tiburon,7.8,,,2.27,1.93,0.15,,0.18,2011,https://www.vgchartz.com/games/boxart/full_madden-nfl-12_863AmericaFront.jpg
854,Borderlands 2,borderlands-2,Shooter,,PS3,2K Games,Gearbox Software,,,,2.27,1.06,0.75,0.1,0.36,2012,https://www.vgchartz.com/games/boxart/full_477105AmericaFrontccc.jpeg
855,No Man's Sky,no-mans-sky,Action-Adventure,T,PS4,Hello Games,Hello Games,6.8,,,2.26,0.89,0.97,0.04,0.37,2016,https://www.vgchartz.com/games/boxart/full_8736251AmericaFrontccc.jpg
856,Cool Boarders 2,cool-boarders-2,Sports,E,PS,Sony Computer Entertainment,UEP Systems,,,,2.25,1.52,0.46,0.2,0.08,1997,https://www.vgchartz.com/games/boxart/7153932ccc.jpg
857,Dynasty Warriors 4,dynasty-warriors-4,Action,T,PS2,KOEI,Omega Force,,,2.25,,,,,,2003,https://www.vgchartz.com/games/boxart/2421594ccc.jpg
858,Guitar Hero III: Legends of Rock,guitar-hero-iii-legends-of-rock,Misc,T,PS3,RedOctane,Neversoft,8.2,8,,2.25,1.4,0.53,0.02,0.3,2007,https://www.vgchartz.com/games/boxart/full_7921457AmericaFrontccc.jpg
859,Just Dance Kids,just-dance-kids,Misc,E,Wii,Ubisoft,Ubisoft Paris,,,,2.25,1.52,0.54,,0.19,2010,https://www.vgchartz.com/games/boxart/full_just-dance-kids_638AmericaFront.jpg
860,Madden NFL 15,madden-nfl-15,Sports,E,PS4,EA Sports,EA Tiburon,,,,2.25,1.58,0.25,,0.41,2014,https://www.vgchartz.com/games/boxart/full_7689614AmericaFrontccc.jpeg
861,Call of Duty 3,call-of-duty-3,Shooter,T,Wii,Activision,EXAKT Entertainment,6.8,7.3,,2.24,1.17,0.84,,0.23,2006,https://www.vgchartz.com/games/boxart/4000672ccc.jpg
862,Batman: Arkham Asylum,batman-arkham-asylum,Action,T,PC,Eidos Interactive,Rocksteady Studios,9.3,,2.24,,,,,,2009,https://www.vgchartz.com/games/boxart/full_4543143AmericaFrontccc.jpg
863,Fire Emblem: Awakening,fire-emblem-awakening,Role-Playing,T,3DS,Nintendo,Intelligent Systems,9,,2.24,,,,,,2013,https://www.vgchartz.com/games/boxart/full_115466AmericaFrontccc.png
864,Sonic Advance,sonic-advance,Platform,E,GBA,Sega,Dimps Corporation / Sonic Team,,,,2.24,1.19,0.71,0.22,0.13,2002,https://www.vgchartz.com/games/boxart/3370280ccc.jpg
865,Super Mario All-Stars: Limited Edition,super-mario-all-stars-limited-edition,Platform,E,Wii,Nintendo,Nintendo EAD,7.2,,2.24,,,,,,2010,https://www.vgchartz.com/games/boxart/full_super-mario-all-stars-limited-edition_6AmericaFront.jpg
866,Spyro: Season of Ice,spyro-season-of-ice,Platform,E,GBA,Vivendi Games,Digital Eclipse,,,,2.23,1.29,0.83,,0.11,2001,https://www.vgchartz.com/games/boxart/9218151ccc.jpg
867,Teenage Mutant Ninja Turtles II: The Arcade Game,teenage-mutant-ninja-turtles-ii-the-arcade-game,Action,,NES,Ultra Games,Konami,,,,2.23,1.74,0.25,0.21,0.03,1990,https://www.vgchartz.com/games/boxart/3334844ccc.jpg
868,Dance Dance Revolution X2,dance-dance-revolution-x2,Simulation,E10,PS2,Konami,Konami Computer Entertainment Tokyo,,,,2.23,1.09,0.85,,0.28,2009,https://www.vgchartz.com/games/boxart/full_3985028AmericaFrontccc.png
869,Battlefield V,battlefield-v,Shooter,M,PS4,Electronic Arts,EA DICE,,,,2.22,0.8,0.93,0.16,0.34,2018,https://www.vgchartz.com/games/boxart/full_7556934AmericaFrontccc.jpg
870,Prince of Persia: The Sands of Time,prince-of-persia-the-sands-of-time,Adventure,T,PS2,Ubisoft,Ubisoft Montreal,9,9.1,,2.22,0.88,1.03,,0.31,2003,https://www.vgchartz.com/games/boxart/9444788ccc.jpg
871,FIFA 19,fifa-19,Sports,E,XOne,Electronic Arts,EA Sports,,,,2.22,0.56,1.5,,0.16,2018,https://www.vgchartz.com/games/boxart/full_4884699AmericaFrontccc.jpg
872,Star Wars: The Force Unleashed,star-wars-the-force-unleashed,Action,T,PS3,LucasArts,LucasArts,6.8,,,2.22,1.01,0.86,,0.35,2008,https://www.vgchartz.com/games/boxart/full_3503329AmericaFrontccc.jpg
873,The Legend of Zelda: Link's Awakening DX,the-legend-of-zelda-links-awakening-dx,Adventure,E,GBC,Nintendo,Nintendo EAD,9.4,,2.22,,,,,,1998,https://www.vgchartz.com/games/boxart/4175325ccc.jpg
874,NBA 2K14,nba-2k14,Sports,E,PS3,2K Sports,Visual Concepts,,,,2.22,1.45,0.34,0.04,0.39,2013,https://www.vgchartz.com/games/boxart/full_8171965AmericaFrontccc.jpeg
875,Darkest Dungeon,darkest-dungeon,Role-Playing,T,PC,Red Hook Studios,Red Hook Studios,,,2.21,,,,,,2016,https://www.vgchartz.com/games/boxart/full_5606272AmericaFrontccc.jpg
876,Madden NFL 19,madden-nfl-19,Sports,,PS4,EA Sports,EA Tiburon,,,,2.21,1.63,0.18,,0.41,2018,https://www.vgchartz.com/games/boxart/full_3865712AmericaFrontccc.jpg
877,Guitar Hero II,guitar-hero-ii,Misc,T,X360,RedOctane,Harmonix Music Systems,9.2,,,2.21,2.01,0.02,,0.17,2007,https://www.vgchartz.com/games/boxart/full_463543AmericaFrontccc.jpg
878,LEGO Indiana Jones: The Original Adventures,lego-indiana-jones-the-original-adventures,Adventure,E,DS,LucasArts,Traveller's Tales,,,,2.2,1.4,0.6,,0.21,2008,https://www.vgchartz.com/games/boxart/full_2289063AmericaFrontccc.jpg
